X,Y,area real,Soccer,Basketball,Tennis,Ruins,ArtInstall,NGO,Government,Diplomatic,Coworking,Company,ArtGallery,Restaurant,Hotel,Cafe,Worship,Museum,Theatre,Hospital,University,School,clusterID
3952666,4014325,5310,0,0,0,1,1,0,2,2,0,0,0,20,5,4,10,1,0,0,2,0,8
3954313,4014585,20905,0,0,0,0,1,0,4,0,0,1,2,44,0,8,7,0,0,1,1,0,0
3954184,4014690,13440,0,0,0,0,3,1,4,0,0,1,3,41,0,6,5,0,0,2,1,0,4
3954241,4014668,17082,0,0,0,0,3,0,4,0,0,1,2,45,0,8,5,0,0,1,1,0,0
3954174,4014660,15070,0,0,0,0,3,1,4,0,0,1,3,39,0,6,5,0,0,2,1,0,4
3954216,4014740,15732,0,0,0,0,3,0,4,0,0,1,3,42,0,7,5,0,0,1,1,0,0
3954113,4014830,11124,0,0,0,0,3,1,1,0,0,0,5,32,0,6,5,0,0,2,1,0,4
3954124,4014832,1352,0,0,0,0,3,1,1,0,0,0,4,34,0,6,5,0,0,2,1,0,4
3954107,4014843,3200,0,0,0,0,3,1,1,0,0,0,5,30,0,6,5,0,0,2,1,0,4
3954133,4014841,99,0,0,0,0,3,1,0,0,0,0,4,32,0,6,5,0,0,2,1,0,4
3954079,4014854,285,0,0,0,0,3,1,0,0,0,0,6,29,0,6,5,0,0,2,1,0,4
3954213,4014789,14740,0,0,0,0,3,0,2,0,0,0,3,42,0,8,5,0,0,1,1,0,0
3954142,4014887,4900,0,0,0,0,3,1,0,0,0,0,4,32,0,7,4,0,0,2,1,0,4
3954131,4014876,2828,0,0,0,0,3,1,0,0,0,0,4,34,0,6,5,0,0,2,1,0,4
3954145,4014907,194,0,0,0,0,3,1,0,0,0,0,3,33,0,7,4,0,0,2,1,0,4
3952692,4014075,6532,0,0,0,1,1,0,0,1,0,0,0,26,4,5,10,2,0,0,2,0,2
3952631,4014059,10472,0,0,0,1,1,0,0,1,0,0,0,24,4,7,9,2,0,0,2,0,2
3952614,4014052,2552,0,0,0,1,1,0,0,1,0,0,0,22,4,7,9,2,0,0,2,0,2
3952818,4014031,8262,0,0,0,0,1,0,0,1,0,1,0,34,4,9,8,2,0,0,2,0,2
3952684,4014113,10044,0,0,0,1,1,0,0,1,0,0,0,24,5,7,10,2,0,0,2,0,2
3952691,4014099,7161,0,0,0,1,1,0,0,1,0,0,0,25,4,7,10,2,0,0,2,0,2
3952660,4014174,8645,0,0,0,1,1,0,1,1,0,0,0,23,5,6,9,1,0,0,2,0,8
3952646,4014178,9968,0,0,0,1,1,0,1,1,0,0,0,22,5,6,9,1,0,0,2,0,8
3952640,4014139,9630,0,0,0,1,1,0,1,1,0,0,0,23,5,8,9,1,0,0,2,0,8
3952576,4014169,588,0,0,0,1,0,0,1,1,0,0,0,20,5,7,7,1,0,0,2,0,8
3952575,4014172,84,0,0,0,1,0,0,1,1,0,0,0,20,5,7,8,1,0,0,2,0,8
3952668,4014216,704,0,0,0,1,1,0,1,1,0,0,0,22,5,5,9,1,0,0,2,0,8
3952719,4014281,3458,0,0,0,1,2,0,2,1,0,0,0,23,5,3,7,1,0,0,2,0,8
3954125,4014284,11776,0,0,1,0,0,0,4,1,0,1,1,31,1,10,9,1,0,1,1,0,2
3953855,4013592,16072,1,0,1,0,0,0,2,0,0,1,0,29,1,11,5,0,0,1,0,0,5
3953834,4013599,12628,1,0,1,0,0,0,2,0,0,1,0,28,1,11,5,0,0,1,0,0,5
3953922,4013648,9922,0,0,1,0,0,0,2,0,0,1,0,29,1,13,5,0,0,1,0,0,5
3954004,4013708,8466,0,0,1,0,0,0,3,0,0,1,0,28,0,14,6,0,0,0,0,0,2
3952091,4011585,4422,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6
3952281,4011824,7392,4,3,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,1
3952236,4011702,7986,5,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,1
3952186,4011686,5425,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,6
3952221,4011705,6160,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,1
3952182,4011854,5112,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,6
3952207,4011822,6025,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,6
3952170,4011802,5304,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,6
3952152,4011698,6125,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,6
3952219,4011917,5275,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,1,0,0,6
3952041,4012290,6050,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,1,0,0,6
3952049,4012324,6328,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,1,0,0,6
3952046,4012343,5964,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,1,0,0,6
3952051,4012382,6728,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,1,0,0,6
3952424,4011637,6840,6,3,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,1
3951625,4013515,4704,1,0,0,1,0,1,0,0,0,0,0,2,0,0,8,0,0,0,1,0,8
3951682,4013525,3588,1,0,0,0,0,1,0,0,0,0,0,2,0,0,7,0,0,0,1,0,8
3952156,4011429,4972,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,6
3952152,4011512,5229,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,6
3952158,4011471,5170,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,6
3952213,4011442,5346,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,6
3952063,4011570,4642,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6
3952085,4011573,4906,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6
3952369,4011596,6386,5,3,1,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,0,1
3952328,4011588,6624,5,3,1,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,0,1
3952333,4011607,6560,5,3,1,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,0,1
3955171,4015600,2750,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6
3955368,4014246,2816,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0,0,6
3955346,4014356,5016,0,0,0,0,0,0,1,0,0,0,0,5,1,1,2,0,0,1,0,0,6
3953045,4014012,12100,0,0,0,0,2,0,0,3,0,0,1,34,4,8,7,2,0,0,1,0,2
3952965,4014029,9800,0,0,0,0,2,0,0,3,0,0,1,34,4,8,8,2,0,0,1,0,2
3952977,4014030,6930,0,0,0,0,2,0,0,3,0,0,1,34,4,8,8,2,0,0,1,0,2
3952952,4014040,4606,0,0,0,0,2,0,0,3,0,0,1,34,4,8,8,2,0,0,1,0,2
3952929,4014116,3325,0,0,0,0,2,0,0,3,0,0,1,32,4,6,7,1,0,0,2,0,2
3953071,4014212,4655,0,0,0,0,3,2,0,3,0,0,1,25,4,4,9,1,0,0,1,0,4
3953042,4014169,4140,0,0,0,0,3,0,0,3,0,0,1,29,4,3,7,1,0,0,1,0,8
3952935,4014293,10494,0,0,0,1,4,2,0,3,0,0,0,29,4,5,10,1,1,0,2,0,4
3952943,4014281,8840,0,0,0,1,3,2,0,3,0,0,0,30,4,5,10,1,1,0,2,0,4
3952948,4014299,10918,0,0,0,1,4,2,0,3,0,0,0,29,4,6,10,1,1,0,2,0,4
3952394,4011507,6345,5,3,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,1
3952151,4011550,4536,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,6
3952196,4011553,5324,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6
3952256,4011542,6870,4,3,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,1
3952244,4011497,5694,2,2,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,1
3952209,4011486,5145,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,6
3952223,4011480,5750,1,1,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,6
3952264,4011458,6006,2,2,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,1
3950542,4012823,6264,0,0,1,0,0,0,1,1,0,2,0,3,1,0,3,0,0,0,0,0,5
3950469,4015553,4982,0,0,2,0,1,0,1,0,0,0,0,7,4,7,1,0,1,1,1,0,6
3950479,4015448,6741,0,0,2,0,1,0,1,0,0,0,0,11,4,9,1,1,1,3,2,0,7
3950482,4015463,6344,0,0,2,0,1,0,1,0,0,0,0,11,4,8,1,1,1,3,2,0,7
3950495,4015465,8280,0,0,2,0,1,0,1,0,0,0,0,10,4,7,1,1,1,3,2,0,7
3950487,4015446,6741,0,0,2,0,1,0,1,0,0,0,0,11,4,9,1,1,1,3,2,0,7
3950432,4015452,8960,0,0,2,0,1,0,1,0,0,0,0,15,3,10,1,1,1,1,2,0,0
3950565,4012818,6384,0,0,1,0,0,0,1,1,0,2,0,3,1,0,3,0,0,0,0,0,5
3950749,4013166,5750,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,5
3950855,4013350,6025,0,0,0,1,0,0,0,1,0,0,0,4,0,0,3,0,0,0,0,0,6
3950804,4013350,5252,0,0,0,1,0,0,0,1,0,0,0,4,0,0,4,0,0,0,0,0,8
3950685,4013416,6225,0,0,0,0,0,0,0,1,0,0,0,5,0,0,3,0,0,0,0,0,6
3950771,4013396,5425,0,0,0,1,0,0,0,1,0,0,0,4,0,0,3,0,0,0,0,0,6
3950705,4013431,5150,0,0,0,0,0,0,0,1,0,0,0,5,0,0,3,0,0,0,0,0,6
3951611,4013527,3240,1,0,0,1,0,1,0,0,0,0,0,2,0,0,8,0,0,0,1,0,8
3951601,4013527,3330,1,0,0,1,0,1,0,0,0,0,0,2,0,0,8,0,0,0,1,0,8
3951610,4013540,3480,1,0,0,1,0,1,0,0,0,0,0,2,0,0,8,0,0,0,1,0,8
3951141,4013339,6480,1,0,0,1,0,0,0,1,0,0,0,2,0,0,6,0,0,0,1,0,8
3951172,4013333,6129,1,0,0,1,0,0,0,1,0,0,0,2,0,0,6,0,0,0,1,0,8
3950759,4013160,5244,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,5
