X,Y,area real,Soccer,Basketball,Tennis,Ruins,ArtInstall,NGO,Government,Diplomatic,Coworking,Company,ArtGallery,Restaurant,Hotel,Cafe,Worship,Museum,Theatre,Hospital,University,School,clusterID
3952417,4011834,7936,6,3,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,1
3952729,4012062,6873,5,3,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1
3952692,4012067,6240,5,3,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1
3952639,4012084,6030,5,3,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1
3952702,4011922,7230,6,3,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1
3952617,4011908,6720,6,3,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,1
3952435,4011907,7936,6,3,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,1
3952408,4011919,6400,6,3,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,1
3952297,4011918,6612,2,2,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1,0,0,1
3952369,4011963,8092,5,3,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,1
3952320,4011977,7050,1,1,1,0,0,0,0,0,0,0,0,5,0,0,4,0,0,1,0,0,6
3952259,4012208,5250,0,0,1,0,0,0,0,0,0,0,0,6,0,0,4,0,0,1,0,0,6
3952254,4012191,5424,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,1,0,0,6
3952223,4012200,5325,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,1,0,0,6
3952338,4012163,5824,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,6
3952171,4012236,6032,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,1,0,0,6
3952484,4012248,6840,1,0,2,0,0,0,0,0,0,0,0,8,0,0,2,0,0,1,0,0,6
3952476,4012171,6780,2,0,2,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,6
3952433,4012230,6900,0,0,2,0,0,0,0,0,0,0,0,8,0,0,3,0,0,1,0,0,6
3952477,4012155,5829,2,0,2,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,6
3952562,4012140,6200,3,1,2,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,1
3952544,4012133,6752,3,1,2,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,1
3952715,4012107,7250,5,3,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1
3952704,4012110,6148,5,3,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1
3952422,4012108,6912,2,0,2,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,6
3952224,4012386,6510,0,0,1,0,0,0,0,0,0,0,0,9,0,0,4,0,0,1,0,0,6
3952221,4012333,6641,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,1,0,0,6
3952218,4012318,6757,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,1,0,0,6
3952162,4012280,7316,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,1,0,0,6
3952083,4012301,5974,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,1,0,0,6
3952067,4012293,5778,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,1,0,0,6
3952078,4012257,6750,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,1,0,0,6
3952124,4012314,6480,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,1,0,0,6
3952073,4012358,7099,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,1,0,0,6
3952416,4012299,7471,0,0,1,0,0,0,0,0,0,0,0,9,0,0,3,0,0,1,0,0,6
3952800,4012572,3672,0,0,1,0,0,1,1,1,0,0,1,6,1,0,4,0,0,0,1,0,8
3952742,4012622,5476,0,0,1,0,0,1,1,0,0,0,0,6,1,0,5,0,0,0,1,0,8
3952261,4012532,6360,0,0,1,0,0,0,0,0,0,0,0,9,0,0,4,0,0,1,0,0,6
3952291,4012583,7221,0,0,1,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,6
3952155,4012551,6200,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,6
3952125,4012463,5900,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,1,0,0,6
3952803,4012723,4922,0,0,1,0,0,2,1,1,0,0,1,8,1,0,4,0,0,0,1,0,8
3952709,4012640,4256,0,0,1,0,0,1,1,0,0,0,0,6,1,0,5,0,0,0,1,0,8
3952459,4012637,3604,0,0,1,0,0,0,1,0,0,0,0,8,0,0,3,0,0,0,0,0,6
3952558,4012752,5364,0,0,1,0,0,0,1,0,0,0,0,9,0,0,5,0,0,0,0,0,6
3952530,4012753,4572,0,0,1,0,0,0,1,0,0,0,0,10,0,0,5,0,0,0,0,0,6
3953068,4014285,5060,0,0,0,0,4,2,0,4,0,0,1,33,4,7,9,1,1,0,1,0,4
3952961,4014304,9095,0,0,0,1,4,2,0,3,0,0,0,29,4,6,10,1,1,0,1,0,4
3953225,4014324,16060,0,0,0,0,4,2,0,4,0,1,2,33,1,7,6,2,1,0,1,0,4
3953111,4014326,15930,0,0,0,0,4,2,0,4,0,0,2,32,4,8,7,1,1,0,1,0,4
3953113,4014312,16166,0,0,0,0,4,2,0,4,0,0,2,32,4,8,7,1,1,0,1,0,4
3952987,4014422,805,0,0,0,1,5,2,0,3,0,0,1,28,3,8,7,1,1,0,1,0,4
3952835,4014411,7632,0,0,0,1,5,2,2,3,0,0,0,23,5,6,10,1,1,0,2,0,4
3952881,4014408,436,0,0,0,1,5,2,1,3,0,0,0,26,4,7,8,1,1,0,2,0,4
3952946,4014421,4446,0,0,0,1,5,2,0,3,0,0,0,30,3,8,7,1,1,0,1,0,4
3953088,4014424,3094,0,0,0,0,5,2,0,4,0,1,1,32,3,8,6,1,1,0,1,0,4
3952704,4014464,5940,0,0,0,2,3,2,3,2,0,0,0,20,4,4,9,1,1,0,2,0,8
3952697,4014454,2900,0,0,0,2,3,2,3,2,0,0,0,20,4,4,9,1,1,0,2,0,8
3953030,4014519,3565,0,0,0,0,5,2,0,5,0,1,1,29,3,7,5,1,1,0,1,0,4
3953022,4014513,13340,0,0,0,0,5,2,0,5,0,1,1,29,3,7,5,1,1,0,1,0,4
3953048,4014512,6095,0,0,0,0,4,2,0,5,0,1,1,30,3,7,5,1,1,0,1,0,4
3953000,4014509,2622,0,0,0,1,5,2,0,4,0,1,1,28,3,7,5,1,1,0,1,0,4
3953009,4014460,9512,0,0,0,1,5,2,0,4,0,1,1,28,3,7,5,1,1,0,1,0,4
3952999,4014489,11252,0,0,0,1,5,2,0,4,0,1,1,28,3,7,5,1,1,0,1,0,4
3952938,4014504,6384,0,0,0,1,6,2,1,4,0,0,1,27,3,7,7,1,1,0,1,0,4
3953083,4014530,14042,0,0,0,0,4,2,0,5,0,1,1,35,3,9,5,1,1,0,1,0,4
3953070,4014533,9945,0,0,0,0,4,2,0,5,0,1,1,34,3,8,5,1,1,0,1,0,4
3952943,4014547,7659,0,0,0,1,5,2,1,4,0,0,1,26,3,7,7,1,1,0,1,0,4
3952960,4014534,5488,0,0,0,1,5,2,0,4,0,0,1,27,3,7,7,1,1,0,1,0,4
3953015,4014597,7920,0,0,0,0,5,2,0,6,0,1,1,27,3,7,5,1,1,0,1,0,4
3953025,4014574,642,0,0,0,0,4,2,0,5,0,1,1,28,3,7,5,1,1,0,1,0,4
3953173,4014576,13080,0,0,0,0,4,2,0,5,0,1,3,34,1,9,4,0,1,0,0,0,4
3953186,4014553,15008,0,0,0,0,5,2,0,5,0,1,3,34,1,8,4,1,1,0,1,0,4
3953027,4014648,12198,0,0,0,0,5,2,0,7,0,1,1,29,2,7,5,1,1,0,1,0,4
3953017,4014651,3531,0,0,0,0,5,2,0,6,0,1,1,28,3,7,5,1,1,0,1,0,4
3953062,4014637,8103,0,0,0,0,6,2,0,7,0,1,1,31,1,8,5,1,1,0,1,0,4
3953052,4014627,6771,0,0,0,0,5,2,0,7,0,1,1,30,2,8,5,1,1,0,1,0,4
3953107,4014631,6372,0,0,0,0,4,2,0,7,0,1,1,32,1,9,4,0,1,0,0,0,4
3953112,4014663,2782,0,0,0,0,4,2,0,7,0,1,1,33,1,9,4,0,1,0,0,0,4
3952961,4014651,3161,0,0,0,1,5,2,0,6,0,1,1,27,3,7,6,1,1,0,1,0,4
3953052,4014638,333,0,0,0,0,5,2,0,7,0,1,1,30,2,8,5,1,1,0,1,0,4
3953538,4014630,14125,0,0,0,0,5,3,1,4,0,1,6,37,0,12,5,1,1,1,0,0,4
3953003,4014685,5459,0,0,0,0,6,2,0,6,0,1,1,27,2,7,5,1,1,0,0,0,4
3953007,4014690,3104,0,0,0,0,6,2,0,6,0,1,1,27,1,7,4,0,1,0,0,0,4
3952977,4014683,6254,0,0,0,1,6,2,0,6,0,1,1,27,3,7,5,1,1,0,1,0,4
3952938,4014706,5671,0,0,0,1,6,2,2,6,0,1,1,26,4,7,5,1,1,0,0,0,4
3953008,4014681,5304,0,0,0,0,6,2,0,6,0,1,1,27,2,7,4,1,1,0,0,0,4
3953016,4014684,5643,0,0,0,0,6,2,0,6,0,1,1,28,1,7,4,0,1,0,0,0,4
3953183,4014687,12960,0,0,0,0,4,2,0,7,0,1,4,36,1,8,4,0,1,0,0,0,4
3953235,4014704,4788,0,0,0,0,4,3,0,6,0,1,5,36,0,10,4,0,1,1,0,0,4
3953236,4014696,12305,0,0,0,0,4,3,0,6,0,1,5,36,0,10,4,1,1,1,0,0,4
3953345,4014703,8475,0,0,0,0,5,3,0,4,0,1,5,35,0,9,5,1,1,1,0,0,4
3953355,4014702,4255,0,0,0,0,5,3,0,4,0,1,5,36,0,9,5,1,1,1,0,0,4
3953364,4014702,10710,0,0,0,0,5,3,0,4,0,1,5,37,0,9,5,1,1,1,0,0,4
3953405,4014702,8211,0,0,0,0,5,3,0,4,0,1,5,35,0,10,4,1,1,1,0,0,4
3953180,4014748,7140,0,0,0,0,4,2,0,6,0,1,4,32,0,8,4,0,1,0,0,0,4
3953187,4014750,2828,0,0,0,0,4,2,0,6,0,1,4,32,0,8,4,0,1,0,0,0,4
3953239,4014744,4480,0,0,0,0,4,3,0,6,0,1,5,35,0,10,4,0,1,1,0,0,4
3953167,4014748,7344,0,0,0,0,4,2,0,6,0,1,4,33,0,8,4,0,1,0,0,0,4
3953536,4014856,7208,0,0,0,0,5,3,0,2,0,1,5,29,0,12,5,1,1,1,0,0,4
3953481,4014871,12390,0,0,0,0,5,3,0,2,0,1,5,28,0,11,4,1,1,1,0,0,4
3953462,4014904,6565,0,0,0,0,5,3,0,2,0,1,5,28,0,11,3,0,1,1,0,0,4
3953481,4014903,5459,0,0,0,0,5,3,0,2,0,1,5,28,0,11,4,1,1,1,0,0,4
3953498,4014902,6630,0,0,0,0,5,3,0,2,0,1,5,28,0,11,4,1,1,1,0,0,4
3953512,4014903,2346,0,0,0,0,5,3,0,2,0,1,5,28,0,12,4,1,1,1,0,0,4
3953181,4014859,5795,0,0,0,0,4,2,0,6,0,2,4,27,0,8,4,0,1,0,0,0,4
3952924,4014938,4508,0,0,0,0,6,2,0,3,0,1,1,25,1,7,6,0,1,0,0,0,4
3952995,4014976,840,0,0,0,0,6,2,0,3,0,1,1,23,1,6,4,0,1,0,0,0,4
3952985,4014964,880,0,0,0,0,6,2,0,3,0,1,1,25,1,7,4,0,1,0,0,0,4
3952996,4014941,174,0,0,0,0,6,2,0,3,0,2,1,24,1,7,3,0,1,0,0,0,4
3953228,4014944,8160,0,0,0,0,4,2,0,3,0,2,4,24,0,8,3,0,1,0,0,0,4
3953227,4014932,2465,0,0,0,0,4,2,0,3,0,2,4,24,0,8,3,0,1,0,0,0,4
3953163,4014961,7840,0,0,0,0,5,2,0,3,0,2,1,25,0,6,3,0,1,0,0,0,4
3953232,4014921,3440,0,0,0,0,4,2,0,3,0,2,4,25,0,8,3,0,1,0,0,0,4
3952724,4014953,1826,0,0,0,2,4,2,6,4,0,1,0,16,1,5,9,1,1,0,0,0,4
3953045,4015055,3168,0,0,0,0,4,2,0,3,0,1,1,22,1,5,2,0,1,0,0,0,4
3953125,4015081,496,0,0,0,0,3,2,0,3,0,2,1,17,0,5,2,0,1,0,0,0,5
3953128,4015084,124,0,0,0,0,3,2,0,3,0,2,1,17,0,5,2,0,1,0,0,0,5
3953012,4014988,7954,0,0,0,0,6,2,0,3,0,2,1,23,1,6,3,0,1,0,0,0,4
3953022,4014992,5084,0,0,0,0,6,2,0,3,0,2,1,23,1,6,3,0,1,0,0,0,4
3953020,4014982,6642,0,0,0,0,6,2,0,3,0,2,1,22,1,6,3,0,1,0,0,0,4
3953043,4015001,4928,0,0,0,0,6,2,0,3,0,2,1,21,1,6,2,0,1,0,0,0,4
3953062,4015011,3000,0,0,0,0,5,2,0,3,0,2,1,20,1,6,2,0,1,0,0,0,4
3953039,4015073,5112,0,0,0,0,4,2,0,3,0,1,1,21,1,5,2,0,1,0,0,0,4
3953121,4015100,3720,0,0,0,0,3,2,0,3,0,2,1,16,0,5,2,0,1,0,0,0,5
3952658,4014405,7812,0,0,0,2,3,0,3,2,0,0,0,18,4,3,10,1,0,0,2,0,8
3952525,4014427,264,0,0,0,2,3,0,4,2,0,0,0,16,3,4,9,1,0,0,2,0,8
3952672,4014456,4794,0,0,0,2,3,2,3,2,0,0,0,17,4,3,9,1,1,0,2,0,8
3952673,4014443,3610,0,0,0,2,3,2,3,2,0,0,0,17,4,3,10,1,1,0,2,0,8
3952628,4015027,71,0,0,0,1,4,0,7,5,0,1,0,15,1,3,7,1,0,0,0,0,3
3952594,4014989,2232,0,0,0,3,4,0,7,5,0,1,0,14,1,3,8,1,0,0,0,0,3
3952290,4015190,5236,0,0,0,2,4,0,6,3,0,0,0,14,2,3,10,1,0,0,0,0,3
3952447,4015304,5445,0,0,0,2,3,0,4,3,0,0,0,11,2,3,7,1,0,0,0,0,3
3952425,4015308,4950,0,0,0,2,3,0,4,3,0,0,0,11,2,3,7,1,0,0,0,0,3
3949512,4015211,21600,3,0,4,0,1,0,0,2,0,0,0,65,19,16,5,0,0,0,1,0,2
3949611,4015162,20996,2,0,4,0,1,0,0,1,0,0,0,75,24,19,3,1,0,0,1,0,2
3949566,4015179,19665,2,0,4,0,1,0,0,2,0,0,0,70,21,17,4,1,0,0,1,0,2
3949597,4015177,22479,2,0,4,0,1,0,0,2,0,0,0,73,23,17,4,1,0,0,1,0,2
3949791,4015275,20352,2,1,5,0,0,0,0,1,0,0,0,59,19,18,3,1,0,0,1,0,2
3949840,4015272,20250,2,1,5,0,0,1,0,1,0,0,0,53,19,18,3,1,0,0,1,0,2
3949423,4015523,15840,3,1,4,0,0,0,0,1,0,0,0,21,5,3,1,0,0,0,1,0,1
3950117,4015525,19845,1,1,6,0,0,0,0,0,0,0,0,26,3,9,2,1,0,1,1,0,1
3950074,4015544,21000,1,1,6,0,0,0,0,0,0,0,0,28,3,9,2,1,0,1,1,0,1
3949643,4015557,17220,3,1,5,0,0,0,0,0,0,0,0,29,3,8,3,1,0,0,1,0,1
3949485,4015552,16863,3,1,4,0,0,0,0,0,0,0,0,25,5,4,1,0,0,0,1,0,1
3949468,4015550,17928,3,1,4,0,0,0,0,1,0,0,0,24,5,3,1,0,0,0,1,0,1
3949456,4015525,15691,3,1,4,0,0,0,0,1,0,0,0,24,5,4,1,0,0,0,1,0,1
3950001,4015641,14280,1,1,6,0,0,0,0,0,0,0,0,24,1,8,2,1,0,0,1,0,1
3950005,4015602,17908,1,1,6,0,0,0,0,0,0,0,0,27,1,8,2,1,0,0,1,0,1
3950057,4015552,18368,1,1,6,0,0,0,0,0,0,0,0,27,3,9,2,1,0,1,1,0,1
3952972,4013034,8880,0,0,2,0,0,2,0,1,0,0,1,8,2,3,5,0,0,0,3,0,8
3953198,4013137,7560,1,1,2,0,0,2,0,1,0,0,1,6,3,2,4,0,0,1,4,0,7
3953201,4013166,11502,1,1,2,0,0,2,0,1,0,0,1,7,3,4,6,0,0,1,4,0,7
3952880,4013077,7200,0,0,1,0,0,2,0,1,0,1,0,9,2,4,5,0,0,0,2,0,5
3952943,4013162,8804,0,1,2,0,0,1,0,1,0,1,0,14,2,7,6,0,0,0,2,0,2
3952819,4013133,6720,0,0,0,0,0,1,0,0,0,1,0,12,2,6,6,0,0,0,2,0,5
3952775,4013155,7021,0,0,0,0,0,1,0,0,0,1,0,12,2,6,6,1,0,0,2,0,2
3953136,4013227,9144,1,1,2,0,0,1,0,1,0,1,0,9,3,6,6,0,0,1,3,0,7
3953208,4013194,11492,1,1,2,0,0,1,0,1,0,0,1,7,3,4,6,0,0,1,3,0,1
3953255,4013223,12104,1,1,2,0,0,1,0,1,0,0,0,6,3,4,5,0,0,1,3,0,1
3953241,4013237,11970,1,1,2,0,0,1,0,1,0,0,0,6,3,6,5,0,0,1,3,0,1
3953245,4013198,8118,1,1,2,0,0,1,0,1,0,0,1,6,3,3,5,0,0,1,4,0,1
3953257,4013236,12320,1,1,2,0,0,1,0,1,0,0,0,6,3,4,5,0,0,1,3,0,1
3953060,4013336,8393,1,1,0,0,0,1,0,0,0,1,0,19,2,9,7,1,0,1,2,0,2
3953304,4013337,9656,1,1,2,0,0,1,0,0,0,0,0,8,2,7,7,0,0,1,1,0,1
3953191,4013337,7140,1,1,2,0,0,1,0,0,0,1,0,9,2,7,7,0,0,1,2,0,5
3952442,4013285,9288,0,0,0,0,0,0,0,0,0,1,0,10,1,5,6,1,0,0,0,0,5
3952836,4013332,8512,0,0,0,0,0,1,0,0,0,1,0,22,1,10,7,1,0,0,1,0,2
3952807,4013267,9030,0,0,0,0,0,1,0,0,0,1,0,18,1,10,6,1,0,0,1,0,2
3952742,4013254,9039,0,0,0,0,0,1,0,0,0,1,0,16,1,10,6,1,0,0,1,0,2
3953095,4013375,9717,1,1,0,0,0,1,0,0,0,1,0,19,2,10,9,1,0,1,1,0,2
3953090,4013385,9720,1,1,0,0,0,1,0,0,0,1,0,20,2,10,10,1,0,1,1,0,2
3952632,4013353,8874,0,0,0,0,0,1,0,0,0,1,0,20,1,11,6,1,0,0,0,0,2
3952631,4013341,12155,0,0,0,0,0,1,0,0,0,1,0,19,1,11,6,1,0,0,0,0,2
3952714,4013406,9072,0,0,0,0,0,1,0,0,0,1,0,23,1,10,5,1,0,0,0,0,2
3952763,4013415,20250,0,0,0,0,0,1,0,0,0,1,0,23,1,10,7,1,0,0,0,0,2
3952690,4013367,9996,0,0,0,0,0,1,0,0,0,1,0,22,1,10,5,1,0,0,0,0,2
3952738,4013387,10400,0,0,0,0,0,1,0,0,0,1,0,22,1,10,5,1,0,0,0,0,2
3952868,4013360,10292,0,1,0,0,0,1,0,0,0,1,0,23,1,10,8,1,0,0,1,0,2
3952892,4013352,10043,0,1,0,0,0,1,0,0,0,1,0,23,1,10,8,1,0,0,1,0,2
3952483,4013450,13485,0,0,0,0,0,0,0,0,0,1,0,17,1,11,6,1,0,0,0,0,2
3952615,4013484,8772,0,0,0,0,0,0,0,0,0,1,0,23,1,11,7,1,0,0,0,0,2
3952615,4013463,9200,0,0,0,0,0,1,0,0,0,1,0,23,1,11,6,1,0,0,0,0,2
3952442,4013422,12012,0,0,0,0,0,0,0,0,0,1,0,14,1,10,6,1,0,0,0,0,2
3952615,4013449,891,0,0,0,0,0,1,0,0,0,1,0,22,1,11,6,1,0,0,0,0,2
3952536,4013498,882,0,0,0,0,0,0,0,0,0,1,0,21,1,12,7,1,0,0,0,0,2
3952805,4013491,7055,0,0,0,0,0,1,0,0,0,1,0,25,2,10,9,1,0,0,0,0,2
3952676,4013442,1488,0,0,0,0,0,1,0,0,0,1,0,24,1,11,5,1,0,0,0,0,2
3952696,4013440,10304,0,0,0,0,0,1,0,0,0,1,0,24,1,11,6,1,0,0,0,0,2
3952726,4013443,12760,0,0,0,0,0,1,0,0,0,1,0,24,2,10,6,1,0,0,0,0,2
3952738,4013441,5440,0,0,0,0,0,1,0,0,0,1,0,25,2,10,7,1,0,0,0,0,2
3952382,4013524,10602,0,0,0,0,0,0,1,0,0,1,0,18,0,12,5,1,0,0,0,0,2
3952465,4013555,11118,0,0,0,0,0,0,1,0,0,1,0,21,0,14,6,1,0,0,0,0,2
3952613,4013569,2226,0,0,0,0,0,0,0,0,0,1,0,24,2,14,7,1,0,0,0,0,2
3952646,4013571,1734,0,0,0,0,0,0,0,0,0,1,0,25,2,13,7,1,0,0,0,0,2
3952564,4013569,7176,0,0,0,0,0,0,0,0,0,1,0,23,2,14,6,1,0,0,0,0,2
3952550,4013567,4326,0,0,0,0,0,0,0,0,0,1,0,22,2,12,7,1,0,0,0,0,2
3952557,4013568,7800,0,0,0,0,0,0,0,0,0,1,0,22,2,13,6,1,0,0,0,0,2
3953081,4013545,13340,1,1,0,0,1,1,0,0,0,1,1,27,3,11,9,1,0,1,0,0,2
3953082,4013534,11408,1,1,0,0,0,1,0,0,0,1,0,27,3,11,9,1,0,1,1,0,2
3953359,4013548,9734,1,1,0,0,0,0,0,0,0,1,1,14,2,7,6,0,0,1,0,0,5
3952941,4013576,4094,0,1,0,0,1,1,0,0,0,1,0,28,2,11,7,1,0,0,0,0,2
3952899,4013579,528,0,1,0,0,0,1,0,0,0,1,0,28,2,11,7,1,0,0,0,0,2
3952624,4013552,4326,0,0,0,0,0,0,0,0,0,1,0,24,2,13,6,1,0,0,0,0,2
3952647,4013544,9894,0,0,0,0,0,0,0,0,0,1,0,24,2,11,7,1,0,0,0,0,2
3952546,4013517,2940,0,0,0,0,0,0,0,0,0,1,0,21,1,12,6,1,0,0,0,0,2
3952708,4013558,6912,0,0,0,0,0,0,0,0,0,1,0,25,2,12,9,1,0,0,0,0,2
3952715,4013530,10290,0,0,0,0,0,1,0,0,0,1,0,25,2,11,10,1,0,0,0,0,2
3952750,4013539,2970,0,0,0,0,0,1,0,0,0,1,0,25,2,10,10,1,0,0,0,0,2
3952413,4013576,11286,0,0,0,0,0,0,1,0,0,1,0,19,0,13,6,1,0,0,0,0,2
3952408,4013626,11484,0,0,0,0,0,0,1,0,0,1,0,21,0,13,5,1,0,0,0,0,2
3952413,4013633,13000,0,0,0,0,0,0,1,0,0,1,0,22,0,13,5,1,0,0,0,0,2
3952530,4013625,8393,0,0,0,0,0,0,1,0,0,1,0,27,1,15,5,1,0,0,0,0,2
3952501,4013632,5832,0,0,0,0,0,0,1,0,0,1,0,24,1,15,5,1,0,0,0,0,2
3952719,4013646,10710,0,0,0,0,0,0,0,0,0,1,0,29,2,13,8,1,0,0,0,0,2
3952665,4013639,4796,0,0,0,0,0,0,0,0,0,1,0,29,2,14,7,1,0,0,0,0,2
3952677,4013639,8532,0,0,0,0,0,0,0,0,0,1,0,29,2,14,7,1,0,0,0,0,2
3952729,4013638,5488,0,0,0,0,0,0,0,0,0,1,0,29,2,13,8,1,0,0,0,0,2
3952731,4013630,5445,0,0,0,0,0,0,0,0,0,1,0,29,2,13,8,1,0,0,0,0,2
3952611,4013579,10176,0,0,0,0,0,0,0,0,0,1,0,24,2,14,7,1,0,0,0,0,2
3952553,4013583,11770,0,0,0,0,0,0,0,0,0,1,0,23,2,14,7,1,0,0,0,0,2
3952562,4013584,4320,0,0,0,0,0,0,0,0,0,1,0,24,2,14,7,1,0,0,0,0,2
3952635,4013645,2109,0,0,0,0,0,0,0,0,0,1,0,29,2,14,7,1,0,0,0,0,2
3952680,4013642,2996,0,0,0,0,0,0,0,0,0,1,0,29,2,14,7,1,0,0,0,0,2
3952716,4013638,4692,0,0,0,0,0,0,0,0,0,1,0,29,2,13,8,1,0,0,0,0,2
3952666,4013591,2060,0,0,0,0,0,0,0,0,0,1,0,26,2,13,8,1,0,0,0,0,2
3952668,4013650,3219,0,0,0,0,0,0,0,0,0,1,0,29,2,14,7,1,0,0,0,0,2
3952666,4013604,648,0,0,0,0,0,0,0,0,0,1,0,29,2,13,8,1,0,0,0,0,2
3952618,4013648,2090,0,0,0,0,0,0,0,0,0,1,0,29,2,14,6,1,0,0,0,0,2
3952618,4013615,990,0,0,0,0,0,0,0,0,0,1,0,29,2,14,8,1,0,0,0,0,2
3952672,4013645,333,0,0,0,0,0,0,0,0,0,1,0,29,2,14,7,1,0,0,0,0,2
3953174,4013635,12006,1,1,0,0,2,0,0,0,0,1,1,27,3,10,7,1,0,1,0,0,2
3953175,4013645,11438,1,1,0,0,2,0,0,0,0,1,1,27,3,10,7,1,0,1,0,0,2
3952981,4013588,4732,1,1,0,0,1,1,0,0,0,1,0,28,3,11,8,1,0,0,0,0,2
3952897,4013591,3420,0,1,0,0,1,1,0,0,0,1,0,28,2,12,7,1,0,0,0,0,2
3952929,4013583,8272,0,1,0,0,1,1,0,0,0,1,0,28,2,11,7,1,0,0,0,0,2
3952512,4013704,3584,0,0,0,0,0,0,1,0,0,1,0,25,1,15,4,1,0,0,0,0,2
3952484,4013687,11988,0,0,0,0,0,0,1,0,0,1,0,24,1,15,5,1,0,0,0,0,2
3952432,4013677,14385,0,0,0,0,0,0,1,0,0,1,0,23,0,15,5,1,0,0,0,0,2
3952444,4013655,13161,0,0,0,0,0,0,1,0,0,1,0,24,0,15,5,1,0,0,0,0,2
3952634,4013703,7684,0,0,0,0,0,0,0,0,0,1,0,27,2,14,6,1,0,0,0,0,2
3952603,4013686,5876,0,0,0,0,0,0,0,0,0,1,0,27,2,14,7,1,0,0,0,0,2
3952595,4013674,2052,0,0,0,0,0,0,0,0,0,1,0,26,2,14,7,1,0,0,0,0,2
3952597,4013677,1199,0,0,0,0,0,0,0,0,0,1,0,26,2,14,7,1,0,0,0,0,2
3952668,4013655,1665,0,0,0,0,0,0,0,0,0,1,0,29,2,14,7,1,0,0,0,0,2
3952639,4013709,226,0,0,0,0,0,0,0,0,0,1,0,27,2,14,6,1,0,0,0,0,2
3953242,4013723,9600,1,1,0,0,2,0,0,0,0,2,1,25,2,9,7,1,0,1,0,0,5
3953232,4013717,8100,1,1,0,0,2,0,0,0,0,2,1,26,3,9,7,1,0,1,0,0,5
3953254,4013708,7622,1,1,0,0,2,0,0,0,0,2,1,22,2,9,7,1,0,1,0,0,5
3952799,4013670,344,0,0,0,0,1,0,0,0,0,1,0,29,2,12,7,1,0,0,0,0,2
3952485,4013723,12995,0,0,0,0,0,0,1,0,0,1,0,25,1,15,5,1,0,0,0,0,2
3952506,4013735,3944,0,0,0,0,0,0,1,0,0,1,0,25,1,15,5,1,0,0,0,0,2
3952505,4013719,13570,0,0,0,0,0,0,1,0,0,1,0,25,1,15,5,1,0,0,0,0,2
3952462,4013735,9072,0,0,0,0,0,0,1,0,0,1,0,24,1,15,5,1,0,0,0,0,2
3952503,4013732,3712,0,0,0,0,0,0,1,0,0,1,0,25,1,15,5,1,0,0,0,0,2
3952469,4013734,2800,0,0,0,0,0,0,1,0,0,1,0,24,1,15,5,1,0,0,0,0,2
3952531,4013756,1952,0,0,0,0,0,0,1,0,0,1,0,25,1,15,8,1,0,0,1,0,2
3953202,4013740,11696,1,1,0,0,2,0,0,0,0,2,1,27,2,10,7,1,0,1,0,0,5
3953222,4013768,8181,1,1,0,0,2,0,0,0,0,2,1,26,2,9,7,1,0,1,0,0,5
3953229,4013760,8320,1,1,0,0,2,0,0,0,0,2,1,26,2,9,7,1,0,1,0,0,5
3953213,4013759,9912,1,1,0,0,2,0,0,0,0,2,1,27,2,10,7,1,0,1,0,0,5
3952965,4013750,8556,0,0,0,0,1,0,0,0,0,1,1,29,3,11,8,1,0,0,1,0,2
