X,Y,area real,Soccer,Basketball,Tennis,Ruins,ArtInstall,NGO,Government,Diplomatic,Coworking,Company,ArtGallery,Restaurant,Hotel,Cafe,Worship,Museum,Theatre,Hospital,University,School,ID,clusterID
3954124,4014832,325,0,0,0,0,0,0,0,0,0,0,0,14,0,2,2,0,0,0,0,0,310125,4
3954133,4014841,25,0,0,0,0,0,0,0,0,0,0,1,14,0,2,2,0,0,0,0,0,310225,4
3954142,4014887,1250,0,0,0,0,0,0,0,0,0,0,1,14,0,2,2,0,0,0,0,0,319550,4
3954131,4014876,700,0,0,0,0,0,0,0,0,0,0,1,14,0,2,2,0,0,0,0,0,319600,4
3949485,4015552,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90588,3
3949468,4015550,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90594,3
3954325,4012874,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3223,3
3954340,4012866,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3246,3
3951592,4012189,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3756,3
3951712,4012160,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3766,3
3951806,4012197,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5661,3
3951777,4012203,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3782,3
3951856,4012233,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5691,3
3951786,4012178,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3798,3
3951776,4012248,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6690,3
3951712,4012242,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6759,3
3951918,4012232,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5592,3
3951962,4012295,924,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8492,3
3951946,4012297,615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6372,3
3951931,4012312,442,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4250,3
3951924,4012338,472,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4328,3
3951909,4012342,476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4330,3
3951865,4012268,404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4346,3
3951939,4012284,717,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6531,3
3951764,4012291,624,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6681,3
3951652,4012278,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4484,3
3951842,4012300,672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6747,3
3952417,4011834,1736,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5999,3
3951918,4011384,1055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,760,3
3951882,4011393,1205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,770,3
3951808,4011411,852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,680,3
3951690,4011439,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,624,3
3954344,4012894,187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3210,3
